Institution,out turn
"Jai Prakash Vishwavidyalaya, Chapra (Id: U-0066)",381
"Jaipur National University, Jaipur (Id: U-0401)",13772
Jamia Hamdard (Id: U-0107),2172
Jamia Millia Islamia University (Id: U-0108),8832
"Janardan Rai Nagar Rajasthan Vidyapeeth,  Udaipur (Id: U-0402)",1120
JANNAYAK CHANDRASHEKHAR UNIVERSITY BALLIA (Id: U-1061),0
"Jawaharlal Institute of Post Graduate Medical Education & Research, Puducherry (Id: U-0368)",145
"Jawaharlal Nehru Centre for Advanced Scientific Research, Banaglore (Id: U-0224)",55
"Jawaharlal Nehru Technological University, Anantapur (Id: U-0016)",1001
"Jawaharlal Nehru Technological University, Hyderabad (Id: U-0017)",8
"Jawaharlal Nehru Technological University, Kakinada (Id: U-0015)",984
Jawahar Lal Nehru University (Id: U-0109),1245
Jawarharlal Nehru Architecture and Fine Art University Hyderabad (Id: U-0018),476
"Jaypee Institute of Information Technology, Noida (Id: U-0522)",1282
"JAYPEE UNIVERSITY, ANOOPSHAHR (Id: U-0792)",182
"Jaypee University of Engineering & Technology, Guna (Id: U-0275)",420
"Jaypee University of Information Technology, Waknaghat, Solan (Id: U-0186)",504
JECRC UNIVERSITY (Id: U-0741),706
JHARKHAND RAI UNIVERSITY (Id: U-0762),269
JHARKHAND RAKSHA SHAKTI UNIVERSITY (Id: U-0860),272
JIS UNIVERSITY (Id: U-0861),139
"Jiwaji University, Gwalior (Id: U-0276)",880
JK LAKSHMIPAT UNIVERSITY (Id: U-0657),138
JSS ACADEMY OF HIGHER EDUCATION & RESEARCH (Id: U-0222),209
JSS Science and Technology University (Id: U-0931),1373
J S University (Id: U-0809),2558
Junagadh Agricultural University (Id: U-0140),724
"Jyoti Vidyapeeth Women's University, Jaipur (Id: U-0404)",2709
"Kadi Sarva Vishwavidyalaya, Gandihnagar (Id: U-0141)",4249
"Kakatiya University, Warangal (Id: U-0019)",2818
Kalasalingam Academy of Research and Education (Id: U-0458),1795
"Kalinga Institute of Industrial Technology, Bhubaneswar (Id: U-0356)",6372
KALINGA INSTITUTE OF SOCIAL SCIENCES (KISS) DEEMED TO BE UNIVERSITY (Id: U-1033),431
"KALINGA UNIVERSITY, RAIPUR (Id: U-0711)",1563
KALOJI NARAYANA RAO UNIVERSITY OF HEALTH SCIENCES (Id: U-0867),2307
"Kalyani University, Kalyani (Id: U-0576)",2960
"Kameshwar Singh Darbhanga Sanskrit Vishwavidyalaya, Darbhanga (Id: U-0067)",1988
"Kannada University, Hampi, Kamalapura (Id: U-0226)",151
"Kannur University, Kannur (Id: U-0256)",4668
"KARNATAKA JANAPADA VISHWAVIDYALAYA, GOTAGODI (Id: U-0659)",144
Karnataka Sanskrit University (Id: U-0625),72
Karnataka State Dr. Gangubai Hangal Music And Performing Arts University (Id: U-0624),58
"Karnataka State Law University, Hubli (Id: U-0227)",45
"Karnataka State Open University, Mysore (Id: U-0228)",9
Karnataka State Rural Development and Panchayat Raj University (Id: U-0887),109
"Karnataka State Women University, Bijapur (Id: U-0229)",831
"Karnataka University, Dharwad (Id: U-0230)",4199
Karnavati University (Id: U-0914),0
"Karpagam Academy of Higher Education, Coimbatore (Id: U-0459)",1999
"Karunya Institute of Technology and Sciences, Coimbatore (Id: U-0460)",1970
"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon (Id: U-0320)",825
"Kavi Kulguru Kalidas Sanskrit Vishwavidyalaya, Ramtek (Id: U-0310)",151
"KAZI NAZRUL UNIVERSITY, ASANSOL (Id: U-0718)",400
KAZIRANGA UNIVERSITY (Id: U-0682),497
"Kerala Agricultural University, Thrissur (Id: U-0257)",641
"Kerala University of Fisheries & Ocean Studies, Kochi (Id: U-0259)",292
KERALA UNIVERSITY OF HEALTH AND ALLIED SCIENCES (Id: U-0630),0
"Kerala Veterinary & Animal Science University, Wayanad (Id: U-0261)",429
KHAJA BANDANAWAZ UNIVERSITY (Id: U-1037),0
KHALLIKOTE UNIVERSITY (Id: U-0955),0
KHWAJA MOINUDDIN CHISHTI URDU ARABI FARSI UNIVERSITY (Id: U-0547),477
KING GEORGE MEDICAL UNIVERSITY (Id: U-0523),486
K K University (Id: U-0919),85
"K.L.E. Academy of Higher Education and Research, Belgaum (Id: U-0225)",23
KLE TECHNOLOGICAL UNIVERSITY (Id: U-0854),1262
"Kolhan University,  West Singhbhum (Id: U-0206)",3507
"Koneru Lakshmaiah Education Foundation,Guntur (Id: U-0020)",3434
"Kota University, Kota (Id: U-0387)",429
"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh (Id: U-0142)",450
KRISHNAGURU ADHYATMIK VISVAVIDYALAYA (Id: U-0980),21
"Krishna Institute of Medical Sciences Deemed University, Karad (Id: U-0311)",13
"Krishna Kanta Hanidiqui State Open University, Guwahati (Id: U-0054)",6683
"Krishna University, Machhlipattanam (Id: U-0021)",0
"K.R. MANGALAM UNIVERSITY, GURGAON (Id: U-0700)",401
KUMAR BHASKAR VARMA SANSKRIT AND ANCIENT STUDIES UNIVERSITY (Id: U-0676),157
"Kumaun University, Nainital (Id: U-0562)",21886
"Kurukshetra University, Kurukshetra (Id: U-0164)",2116
"Kushabhau Thakre Patrakarita Avam Jansanchar Vishwavidyalaya, Raipur (Id: U-0089)",112
"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",16311
"Lakshmibai National Institute of Physical Education, Gwalior (Id: U-0277)",395
"LAKULISH YOGA UNIVERSITY, AHMEDABAD (Id: U-0734)",135
Lala lajpat Rai University of Veterinary and Animal Sciences (Id: U-0165),201
"Lalit Narayan Mithila University, Darbhanga (Id: U-0068)",4399
"Lingaya's University, Faridabad (Id: U-0166)",632
"LNM Institute of Information Technology, Jaipur (Id: U-0405)",323
LORDS UNIVERSITY (Id: U-1031),0
Lovely Professional University (Id: U-0379),16092
"MADAN MOHAN MALAVIYA UNIVERSITY OF TECHNOLOGY, (Id: U-0739)",1007
Madhabdev University (Id: U-1068),0
MADHAV UNIVERSITY (Id: U-0698),1284
"Madras University, Chennai (Id: U-0462)",13192
"Madurai Kamaraj University, Madurai (Id: U-0463)",70145
"Magadh University, Bodh Gaya (Id: U-0069)",1561
MAHAPURUSHA SRIMANTA SANKARADEVA VISWAVIDYALAYA (Id: U-0812),155
"MAHARAJA BIR BIKRAM UNIVERSITY, AGARTALA (Id: U-0839)",85
MAHARAJA CHHATRASAL BUNDELKHAND UNIVERSITY (Id: U-0810),16863
"Maharaja Ganga Singh University, Bikaner (Id: U-0406)",185
Maharaja Krishnakumarsinhji Bhavnagar University (Id: U-0124),5376
MAHARAJA RANJIT SINGH STATE TECHNICAL UNIVERSITY (Id: U-0811),457
"Maharaja Sayajirao University of Baroda, Vadodara (Id: U-0143)",13338
MAHARAJA SURAJMAL BRIJ UNIVERSITY (Id: U-0793),75
"MAHARAJ VINAYAK GLOBAL UNIVERSITY, JAIPUR (Id: U-0965)",1128
"Maharana Pratap University of Agriculture & Technology, Udaipur (Id: U-0407)",700
MAHARANI CLUSTER UNIVERSITY (Id: U-1047),1221
"Maharashi Markandeshwar University, Solan (Id: U-0187)",195
"Maharashtra National Law University, Aurangabad (Id: U-0915)",0
Maharashtra National Law University Mumbai (Id: U-0886),12
"Maharashtra National Law University,Nagpur (Id: U-0880)",8
"Maharashtra University of Health Sciences, Nashik (Id: U-0313)",132
MAHARISHI ARVIND UNIVERSITY (Id: U-0842),216
"Maharishi Dayanand Saraswati University, Ajmer (Id: U-0408)",500
Maharishi  Mahesh Yogi Vedic Vishwavidyalaya (Id: U-0280),4980
"Maharishi Markandeshwar University, Mullana-Ambala (Id: U-0168)",1784
"MAHARISHI MARKANDESHWAR UNIVERSITY, SADOPUR-AMBALA (Id: U-0641)",86
MAHARISHI UNIVERSITY OF INFORMATION TECHNOLOGY (Id: U-0952),514
"Maharshi Dayanand University, Rohtak (Id: U-0167)",12582
"Mahatama Gandhi Antarrashtriya Hindi Vishwavidyalaya, Wardha (Id: U-0314)",1323
"Mahatama Gandhi Gramodaya Vishwavidyalaya, Chitrakoot, Satna (Id: U-0282)",19446
"Mahatama Jyotiba Phule Rohikhand University, Bareilly (Id: U-0525)",903
"Mahatma Gandhi Central University, Motihari (Id: U-0835)",227
"Mahatma Gandhi Kashi Vidyapeeth, Varanasi (Id: U-0527)",3041
"Mahatma Gandhi University, Kottayam (Id: U-0262)",454
"Mahatma Gandhi University, Nalgonda (Id: U-0022)",478
"Mahatma Jyoti Rao Phoole University, Jaipur (Id: U-0409)",1133
"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal (Id: U-0283)",51385
"Malviya National Institute of Technology, Jaipur (Id: U-0410)",1191
MALWANCHAL UNIVERSITY (Id: U-0960),232
"Manav Bharti University, Sultanpur, Solan (Id: U-0188)",539
Manav Rachna International Institute of Research & Studies (Id: U-0169),1319
Manav Rachna University (Id: U-0818),269
MANDSAUR UNIVERSITY (Id: U-0883),350
MANDYA UNIVERSITY (Id: U-1050),0
"Mangalayatan University, Aligarh (Id: U-0528)",519
"Mangalore University, Mangalore (Id: U-0233)",5476
"Manipal Academy of Higher Education, Manipal (Id: U-0234)",6255
"MANIPAL UNIVERSITY, JAIPUR (Id: U-0749)",1561
MANIPUR TECHNICAL UNIVERSITY (Id: U-0881),0
"Manipur University, Imphal (Id: U-0337)",1357
MANIPUR UNIVERSITY OF CULTURE (Id: U-0985),0
"Manonmaniam Sundaranar University, Tirunelveli (Id: U-0464)",6519
"MANYAWAR SHRI KANSHIRAM JI UNIVERSITY OF AGRICULTURE AND TECHNOLOGY, BANDA (Id: U-0707)",103
"Martin Luther Christian University, Shillong (Id: U-0340)",340
Marwadi University (Id: U-0825),489
"MATS University, Raipur (Id: U-0091)",1454
"Maulana Abul Kalam Azad University of Technology, West Bengal (Id: U-0592)",132
"Maulana Azad National Institute of Technology, Bhopal (Id: U-0284)",1430
"Maulana Azad National Urdu University, Hyderabad (Id: U-0023)",8174
"MAULANA AZAD UNIVERSITY, JODHPUR (Id: U-0692)",404
"Maulana Mazharul Haque Arabic & Persian University, Patna (Id: U-0070)",12559
MEDI-CAPS UNIVERSITY (Id: U-0834),409
"Meenakshi Academy of Higher Education and Research, Chennai (Id: U-0465)",832
"Mewar University, Chittorgarh (Id: U-0411)",616
"M.G.R. Educational and Research Institute, Chennai (Id: U-0461)",1794
"MIT Art, Design and Technology University, Pune (Id: U-0891)",722
"Mizoram University, Aizwal (Id: U-0345)",1057
Mody University of Science and Technology (Id: U-0412),579
"Mohammad Ali Jauhar University, Rampur (Id: U-0529)",545
"Mohan Lal Sukhadia University, Uaipur (Id: U-0413)",6675
MONAD UNIVERSITY (Id: U-0644),846
"Mother Teresa Women's University, Kodaikanal (Id: U-0466)",1714
"Motilal Nehru National Institute of Technology, Allahabad (Id: U-0530)",1347
"M.P. Bhoj (Open) University, Bhopal (Id: U-0278)",0
"M.S. RAMAIAH UNIVERSITY OF APPLIED SCIENCES, BANGALORE (Id: U-0724)",803
"M V N University, Palwal (Id: U-0742)",319
Nagaland University (Id: U-0347),789
"Nalanda Open University, Patna (Id: U-0071)",7079
"Narsee Monjee Institute of Management Studies, Mumbai (Id: U-0319)",8627
National Academy of Legal Studies & Research (NALSR) University Hyderabad (Id: U-0024),378
"National Dairy  Research Institute, Karnal (Id: U-0171)",276
NATIONAL INSTITUTE OF DESIGN (Id: U-1028),321
"NATIONAL INSTITUTE OF DESIGN, ASSAM (Id: U-1045)",0
National Institute of Educational Planning & Administration (Id: U-0114),22
"National Institute of Fashion Technology, Hauz Khas (Id: U-0110)",4
NATIONAL INSTITUTE OF FOOD TECHNOLOGY ENTREPRENEURSHIP AND MANAGEMENT (Id: U-0989),276
"National Institute of Mental Health & Neuro Sciences, Bangalore (Id: U-0236)",298
"National Institute of Pharmaceutical, Educational and Research, Mohali (Id: U-0380)",241
"National Institute of Technology, Agartala (Id: U-0493)",866
"NATIONAL INSTITUTE OF TECHNOLOGY, ANDHRA PRADESH (Id: U-0855)",379
National Institute of Technology Arunachal Pradesh (Id: U-0615),214
"National Institute of Technology, Calicut (Id: U-0263)",1568
National Institute of Technology Delhi (Id: U-0622),181
"National Institute of Technology, Durgapur (Id: U-0577)",1189
National Institute of Technology Goa (Id: U-0620),112
"National Institute of Technology, Hamirpur (Id: U-0189)",793
"National Institute of Technology, Jamshedpur (Id: U-0207)",699
"National Institute of Technology, Karnataka (Id: U-0237)",1520
"National Institute of Technology, Kurukshetra (Id: U-0172)",1339
National Institute of Technology Manipur (Id: U-0613),217
National Institute of Technology Meghalaya (Id: U-0619),194
National Institute of Technology Mizoram (Id: U-0617),88
National Institute of Technology Nagaland (Id: U-0618),77
"National Institute of Technology, Patna (Id: U-0072)",631
National Institute of Technology Puducherry (Id: U-0621),112
"National Institute of Technology, Raipur (Id: U-0092)",992
"National Institute of Technology, Rourkela (Id: U-0357)",1327
National Institute of Technology Sikkim (Id: U-0614),129
"National Institute of Technology, Silchar (Id: U-0055)",862
"National Institute of Technology, Srinagar (Id: U-0197)",648
"National Institute of Technology, Tiruchirapalli (Id: U-0467)",1598
National Institute of Technology Uttarakhand (Id: U-0616),268
"National Institute of Technology, Warangal (Id: U-0025)",1440
"National Law Institute University, Bhopal (Id: U-0285)",169
"National Law School of India University, Bangalore (Id: U-0238)",518
NATIONAL LAW UNIVERSITY AND JUDICIAL ACADEMY (Id: U-0677),87
"National Law University, Cuttuck (Id: U-0358)",152
"National Law University, Delhi (Id: U-0111)",292
"National Law University, Jodhpur (Id: U-0414)",210
NATIONAL RAIL AND TRANSPORTATION INSTITUTE (Id: U-0968),0
NATIONAL SPORTS UNIVERSITY (Id: U-1026),0
"National University of Advanced Legal Studies, Kochi (Id: U-0264)",107
"Nava Nalanda Mahavihara, Nalanda (Id: U-0073)",190
Navrachana University (Id: U-0144),576
"Nehru Gram Bharati Vishwavidyalaya,  Allahabad (Id: U-0532)",1775
"Netaji Subhash Open University, Kolkata (Id: U-0578)",31133
NETAJI SUBHAS UNIVERSITY (Id: U-1046),0
NETAJI SUBHAS UNIVERSITY OF TECHNOLOGY (Id: U-1056),705
NIILM UNIVERSITY (Id: U-0646),123
NIIT UNIVERSITY (Id: U-0833),299
"Nilamber-Pitamber University, Palamu (Id: U-0208)",0
"Nims University Rajasthan, Jaipur (Id: U-0415)",832
"NITTE Unversity, Mangalore (Id: U-0239)",927
"Nizam Institute of Medical Sciences,  Hyderabad (Id: U-0026)",295
Noida International University (Id: U-0533),610
"Noorul Islam Centre for Higher Education, Kanyakumari (Id: U-0468)",342
"North Bengal University, Darjeeling (Id: U-0579)",2104
"North Eastern Hill University, Shillong (Id: U-0341)",1347
"North Eastern Regional Institute of Science & Technology, Papum Pare, Itanagar (Id: U-0046)",622
NORTH EAST FRONTIER TECHNICAL UNIVERSITY (Id: U-0777),417
"North Orissa University, Mayurbhanj (Id: U-0359)",1222
Odisha State Open University (Id: U-0932),486
OM STERLING GLOBAL UNIVERSITY (Id: U-1053),0
"O. P. Jindal Global University, Sonipat (Id: U-0173)",858
OP JINDAL UNIVERSITY (Id: U-0832),351
ORIENTAL UNIVERSITY (Id: U-0662),697
"Orissa University of Agriculture &  Technology, Bhubaneswar (Id: U-0360)",1319
"Pacific Academy of Higher Education Research University, Udaipur (Id: U-0416)",2013
PACIFIC MEDICAL UNIVERSITY (Id: U-0758),344
"Padmashree Dr. D. Y. Patil Vidyapeeth, , Mumbai (Id: U-0321)",1570
"Palamuru University,  Mahabubnagar (Id: U-0028)",972
"Pandhi Dwarka Prasad Mishra Indian Institute of Information Technology & Manufacturing , Jabalpur (Id: U-0286)",414
"Pandit Deendayal Petroleum University,  Gandhi Nagar (Id: U-0147)",1143
"Pandit S.N. Shukla University, Shahdol (Id: U-0928)",6499
"Panjab University,Chandigarh (Id: U-0078)",8013
"Patna University, Patna (Id: U-0074)",1914
PDM University (Id: U-0910),46
PEOPLES UNIVERSITY (Id: U-0655),1024
"Periyar Maniammal Institute of Science & Technoloyg, Thanjavur (Id: U-0469)",645
"Periyar University, Salem (Id: U-0470)",1101
"PES UNIVERSITY, BANGLORE (Id: U-0733)",528
P.K. UNIVERSITY (Id: U-0858),838
"Pondicherry Univeristy, Puducherry (Id: U-0369)",4264
"Ponnaiyah Ramajayam Institute of Science & Technology, Thanjavur (Id: U-0471)",978
POORNIMA UNIVERSITY (Id: U-0752),558
Post Graduate Institute of Medical Sciences (Id: U-0079),582
"Potti Sri Ramulu Telugu University, Hyderabad (Id: U-0029)",843
P.P. Savani University (Id: U-0873),0
PRATAP UNIVERSITY (Id: U-0816),390
Presidency University (Id: U-0580),700
"PRESIDENCY UNIVERSITY , BENGALURU (Id: U-0876)",706
PROFESSOR JAYASHANKAR TELANGANA STATE AGRICULTURAL UNIVERSITY (Id: U-0784),1040
Pt. Bhagwat Dayal Sharma University of Health Sciences (Id: U-0174),5149
"Pt. Ravishankar Shukla University, Raipur (Id: U-0093)",1067
"Pt. Sundarlal Sharma (Open) University, Bilaspur (Id: U-0094)",14468
"Punjab Agricultural University, Ludhiana (Id: U-0381)",1030
"Punjab Engineering College , Chandigarh (Id: U-0080)",722
"Punjabi University, Patiala (Id: U-0383)",5993
"Punyashlok Ahilyadevi Holkar Solapur University, Solapur (Id: U-0327)",287
P.V. NARSIMHA RAO TELANGANA VETERINARY UNIVERSITY (Id: U-0868),218
Quantum University (Id: U-0950),0
"Rabindra Bharati University, Kolkata (Id: U-0581)",16032
RABINDRANATH TAGORE UNIVERSITY (Id: U-0656),1208
RADHA GOVIND UNIVERSITY (Id: U-1075),0
RAFFLLES UNIVERSITY (Id: U-0640),83
RAIGANJ UNIVERSITY (Id: U-0901),1758
"RAI TECHNOLOGY UNIVERSITY, BANGALORE (Id: U-0726)",455
RAI UNIVERSITY (Id: U-0790),547
"Raja Mansingh  Tomar Music & Arts University, Gwalior (Id: U-0629)",437
"Rajasthan Technical University, Kota (Id: U-0419)",563
"Rajasthan University, Jaipur (Id: U-0422)",3343
"Rajasthan University of Veterinary and Animal Sciences, Bikaner (Id: U-0421)",390
"Rajiv Gandhi Institute of Petroleum Technology, Amethi (Id: U-0535)",104
"Rajiv Gandhi National Instiute of Youth Development, Sriperumbudur (Id: U-0472)",238
"Rajiv Gandhi University, Itanagar (Id: U-0047)",2175
"Rajiv Gandhi University of Health Sciences, Bangalore (Id: U-0240)",4
RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES (Id: U-0632),9248
"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES, BASAR (Id: U-0869)",820
RAJ RISHI BHARTRIHARI MATSYA UNIVERSITY (Id: U-0814),0
"Rakshashakti University, Gujarat (Id: U-0595)",255
"RAMA DEVI WOMEN'S UNIVERSITY, BHUBANESWAR (Id: U-0838)",1030
"Ramakrishna Mission Vivekananda Educational  and Research Institute, Howrah (Id: U-0582)",289
RAMA UNIVERSITY UTTAR PRADESH (Id: U-0808),655
RAMCHANDRA CHANDRAVANSI UNIVERSITY (Id: U-1072),0
RAM KRISHNA DHARMATH FOUNDATION UNIVERSITY (Id: U-1063),0
"Ranchi University, Ranchi (Id: U-0209)",3424
"Rani Channamma University, Belagavi (Id: U-0602)",937
Ras Bihari Bose Subharti University (Id: U-0908),234
"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur (Id: U-0332)",1500
"Rashtriya Sanskrit Sansthan, New Delhi (Id: U-0115)",548
"Rastriya Sanskrit Vidyapeeth, Tirupathi (Id: U-0030)",792
"Ravenshaw University, Cuttak (Id: U-0361)",2170
"Rayalaseema, University Kurnool (Id: U-0031)",3402
RAYAT BAHRA UNIVERSITY (Id: U-0769),1706
REGIONAL CENTRE FOR BIOTECHNOLOGY (Id: U-1055),41
Renaissance University (Id: U-0940),172
"REVA UNIVERSITY, BANGALORE (Id: U-0725)",2979
RIMT UNIVERSITY (Id: U-0822),479
RKDF UNIVERSITY (Id: U-0652),2668
"R K University, Rajkot (Id: U-0647)",104
RNB GLOBAL UNIVERSITY (Id: U-0847),73
Sabarmati University (Id: U-0125),95
SAGE UNIVERSITY (Id: U-0916),44
SAI TIRUPATI UNIVERSITY (Id: U-0870),137
"Sambalpur University, Sambalpur (Id: U-0362)",946
"Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad (Id: U-0536)",3852
"Sampurnanand Sanskrit Vishwavidyalaya,  Varanasi (Id: U-0537)",540
SANCHI UNIVERSITY OF BUDDHIST-INDIC STUDIES (Id: U-0969),65
Sandip University (Id: U-0877),256
SANDIP UNIVERSITY (Id: U-1041),0
"SANGAM UNIVERSITY, BHILWARA (Id: U-0693)",618
"Sanjay Gandhi Post Graduate Institute of Medical Sciences, Lucknow (Id: U-0538)",150
"SANJAY GHODAWAT UNIVERSITY, KOLHAPUR (Id: U-0973)",98
"Sankalchand Patel University, Visnagar (Id: U-0821)",0
Sanskriti University (Id: U-0824),744
SANT BABA BHAG SINGH UNIVERSITY (Id: U-0900),438
"Sant Gadge Baba Amravati University, Amravati (Id: U-0324)",557
"Sant Gahira Guru Vishwavidyalaya, Sarguja, Ambikapur, Chattisgarh (Id: U-0095)",108
"Sant Longowal Institute of Engg. & Tech., Longowal (Id: U-0384)",894
"Santosh University, Ghaziabad (Id: U-0539)",297
SARALA BIRLA UNIVERSITY (Id: U-0986),0
SARDAR BHAGWAN SINGH UNIVERSITY (Id: U-0993),0
"Sardarkrushinagar Dantiwada Agricultural University, Banaskantha (Id: U-0150)",544
"SARDAR PATEL UNIVERSITY OF POLICE, SECURITY AND CRIMINAL JUSTICE (Id: U-0679)",63
"Sardar Patel University, Vallabh Vidyanagar (Id: U-0148)",1576
"Sardar Vallabhbhai National Institute of Technology, Surat (Id: U-0149)",1207
"Sardar Vallabh Bhai Patel University of Agriculture & Technology, Meerut (Id: U-0540)",282
SARVEPALLI RADHAKRISHNAN UNIVERSITY (Id: U-0755),1396
"Satavahana University, Karimnagar (Id: U-0032)",2182
"Sathyabama Institute of Science & Technology, Chennai (Id: U-0474)",2903
"Saurashtra University, Rajkot (Id: U-0151)",2577
"Saveetha University, Chennai (Id: U-0475)",56
Savitribai Phule Pune University (Id: U-0323),3309
"School of Planning & Architecture, Bhopal (Id: U-0626)",175
"School of Planning & Architecture, New Delhi (Id: U-0116)",354
School of Planning & Architecture Vijaywada (Id: U-0627),137
